site_area_id,site_area,date_time,Day,Month,Year,Chlorophyll-a Concentration (ug/L),Dissolved Oxygen (mg/L),Salinity (PSU),Turbidity,Dissolved Oxygen Saturation Percentage (%),Water Temperature (%),pH Level,Suspended Solids (mg/L),Ammonia (ug/L),Total Nitrogen (ug/L),Total Phosphorus (ug/L)
939,Patterson River Beach,28/02/2020,Friday,February,2019,0.8,7.254,35.7459,0.9879,97.6,,8.266,4.6,8.0,240.0,80.0
939,Patterson River Beach,19/03/2020,Thursday,March,2020,0.8,7.432,36.1576,0.6077,99.97,,8.256,2.7,7.0,230.0,80.0
939,Patterson River Beach,04/06/2020,Thursday,June,2020,0.8,8.397,34.119,1.9947,99.42,,8.321,9.4,21.0,310.0,100.0
939,Patterson River Beach,07/07/2020,Tuesday,July,2020,0.5,8.651,27.1956,9.3265,97.53,,8.231,3.0,9.0,300.0,80.0
939,Patterson River Beach,30/07/2020,Thursday,July,2020,0.5,8.87,35.3238,0.3792,101.94,,8.294,3.2,11.0,220.0,60.0
939,Patterson River Beach,21/10/2020,Wednesday,October,2020,0.5,8.365,34.9471,0.3613,103.69,,8.544,7.2,9.0,250.0,70.0
939,Patterson River Beach,25/11/2020,Wednesday,November,2020,0.5,8.179,33.9139,1.2415,109.26,,8.271,3.0,10.0,310.0,70.0
939,Patterson River Beach,03/03/2021,Wednesday,March,2020,1.1,7.104,35.5315,0.3963,94.83,,8.352,3.0,4.0,200.0,80.0
939,Patterson River Beach,16/04/2021,Friday,April,2021,1.1,7.904,35.1393,0.9552,100.0,,8.38,18.0,4.0,170.0,70.0
939,Patterson River Beach,21/05/2021,Friday,May,2021,2.7,8.291,35.0432,0.5929,98.54,,8.32,2.4,10.0,220.0,80.0
939,Patterson River Beach,06/07/2021,Tuesday,July,2021,1.3,8.44,34.8566,0.7724,96.35,,8.469,2.0,8.0,210.0,60.0
939,Patterson River Beach,22/09/2021,Wednesday,September,2021,2.4,8.983,33.7603,1.0734,105.0,,8.837,4.0,12.0,210.0,60.0
939,Patterson River Beach,12/10/2021,Tuesday,October,2021,0.5,7.999,34.8617,0.4029,96.48,,8.507,2.7,3.0,210.0,60.0
939,Patterson River Beach,05/11/2021,Friday,November,2021,0.5,7.756,33.8678,0.7155,96.76,,7.785,4.5,3.0,190.0,70.0
939,Patterson River Beach,22/12/2021,Wednesday,December,2021,0.5,7.418,34.1882,0.3527,99.09,,7.829,4.6,7.0,180.0,70.0
939,Patterson River Beach,25/01/2022,Tuesday,January,2021,0.5,7.273,34.7732,1.6459,102.44,,8.024,2.3,5.0,250.0,60.0
939,Patterson River Beach,15/02/2022,Tuesday,February,2022,0.3,6.94,34.8848,0.5272,97.59,,8.075,3.9,5.0,180.0,60.0
939,Patterson River Beach,17/03/2022,Thursday,March,2022,0.5,7.097,34.8531,0.7131,97.76,,8.095,1.3,9.0,200.0,60.0
939,Patterson River Beach,21/04/2022,Thursday,April,2022,2.7,7.417,33.6861,2.1063,95.17,,8.195,4.2,17.0,230.0,50.0
939,Patterson River Beach,24/05/2022,Tuesday,May,2022,0.3,,35.3438,0.397,,,8.059,5.7,3.0,220.0,70.0
939,Patterson River Beach,22/06/2022,Wednesday,June,2022,1.1,8.613,34.7717,0.5198,99.17,,8.074,22.0,12.0,270.0,80.0
939,Patterson River Beach,21/07/2022,Thursday,July,2022,0.3,8.606,34.942,1.0564,96.31,,8.16,5.8,10.0,180.0,60.0
939,Patterson River Beach,26/08/2022,Friday,August,2022,0.5,8.756,33.4921,7.1463,99.65,,7.606,3.1,8.0,230.0,70.0
939,Patterson River Beach,17/10/2022,Monday,October,2022,2.1,7.858,30.5199,9.6538,94.24,,5.63,24.0,10.0,370.0,50.0
939,Patterson River Beach,18/11/2022,Friday,November,2022,2.1,7.53,32.6478,1.0651,93.92,,6.809,3.1,10.0,280.0,60.0
939,Patterson River Beach,22/12/2022,Thursday,December,2022,3.2,7.648,33.137,0.6921,96.94,,8.127,5.6,4.0,300.0,60.0
939,Patterson River Beach,06/02/2023,Monday,February,2022,1.6,7.258,32.9504,1.3871,95.62,,7.996,5.5,10.0,320.0,70.0
939,Patterson River Beach,02/03/2023,Thursday,March,2023,0.3,6.807,33.9928,0.5897,92.33,,7.772,3.9,4.0,250.0,60.0
939,Patterson River Beach,27/03/2023,Monday,March,2023,0.3,7.28,34.2196,0.5025,96.51,,8.032,1.4,5.0,330.0,90.0
939,Patterson River Beach,01/05/2023,Monday,May,2023,1.1,7.418,33.9224,0.4542,94.27,,7.836,2.1,5.0,240.0,70.0
939,Patterson River Beach,20/06/2023,Tuesday,June,2023,0.3,8.644,33.7086,0.647,99.2,,7.892,3.2,10.0,200.0,50.0
939,Patterson River Beach,26/07/2023,Wednesday,July,2023,0.8,9.353,33.7216,0.7703,104.74,,7.81,1.3,10.0,190.0,50.0
939,Patterson River Beach,28/08/2023,Monday,August,2023,0.3,10.307,16.8253,2.9119,110.7,,8.128,2.4,7.0,190.0,40.0
939,Patterson River Beach,19/10/2023,Thursday,October,2023,0.3,10.508,29.3272,1.5491,131.95,,7.985,3.3,4.0,330.0,60.0
939,Patterson River Beach,07/12/2023,Thursday,December,2023,3.7,7.935,34.294,0.7399,105.91,,7.822,9.6,3.0,200.0,60.0
939,Patterson River Beach,25/01/2024,Thursday,January,2023,0.3,6.912,33.9115,9.4136,95.83,,7.885,2.7,4.0,220.0,70.0
939,Patterson River Beach,22/03/2024,Friday,March,2024,0.5,7.065,34.7745,0.6026,95.39,,7.842,2.3,5.0,250.0,70.0
939,Patterson River Beach,16/05/2024,Thursday,May,2024,0.3,8.159,34.6724,0.4378,101.08,,7.626,1.6,4.0,250.0,80.0
1229,Central Beach,19/07/1984,Thursday,July,2024,,8.33,39.5,,95.1,10.2,,4.32,0.7,200.0,76.2
1229,Central Beach,06/08/1984,Monday,August,1984,0.69,8.82,38.5,,99.6,10.0,,2.75,0.7,160.0,67.9
1229,Central Beach,15/08/1984,Wednesday,August,1984,1.05,7.94,39.0,,90.9,10.5,,3.44,3.2,220.0,67.4
1229,Central Beach,30/08/1984,Thursday,August,1984,0.56,8.23,38.2,,93.2,10.2,,2.37,2.3,,62.9
1229,Central Beach,13/09/1984,Thursday,September,1984,0.43,7.94,38.5,,92.6,11.5,,3.25,1.9,,75.6
1229,Central Beach,20/11/1984,Tuesday,November,1984,0.67,7.45,37.0,,96.2,17.0,,2.84,0.7,170.0,67.1
1229,Central Beach,10/12/1984,Monday,December,1984,0.81,6.96,38.0,,90.5,17.0,,2.6,0.7,160.0,77.2
1229,Central Beach,23/01/1985,Wednesday,January,1984,0.72,6.57,38.0,,88.7,19.0,,11.0,1.5,190.0,73.3
1229,Central Beach,06/02/1985,Wednesday,February,1985,0.73,6.76,34.5,,91.9,20.5,,2.83,0.7,140.0,65.4
1229,Central Beach,20/02/1985,Wednesday,February,1985,0.56,7.35,33.0,,97.2,19.5,,9.58,0.7,150.0,61.4
1229,Central Beach,06/03/1985,Wednesday,March,1985,1.76,6.47,35.0,,84.5,18.2,,14.73,0.9,180.0,76.2
1229,Central Beach,21/03/1985,Thursday,March,1985,0.19,6.08,38.0,,83.6,20.0,,10.83,0.9,160.0,67.8
1229,Central Beach,01/05/1985,Wednesday,May,1985,0.67,6.08,34.8,,77.1,16.7,,17.65,0.1,180.0,74.4
1229,Central Beach,15/05/1985,Wednesday,May,1985,1.17,6.96,33.5,,86.3,16.0,,11.48,1.1,160.0,77.4
1229,Central Beach,30/05/1985,Thursday,May,1985,1.21,7.55,34.8,,91.0,14.2,,2.93,0.1,170.0,77.1
1229,Central Beach,27/06/1985,Thursday,June,1985,2.24,8.13,33.5,,91.9,11.5,,14.28,0.8,,69.2
1229,Central Beach,09/07/1985,Tuesday,July,1985,1.36,7.64,33.8,,86.5,11.5,,13.49,0.8,150.0,75.3
1229,Central Beach,27/08/1985,Tuesday,August,1985,1.69,9.4,34.0,,104.8,10.7,,12.76,1.7,140.0,63.8
1229,Central Beach,16/09/1985,Monday,September,1985,0.87,8.9,30.2,,99.6,12.0,,10.68,0.3,160.0,67.2
1229,Central Beach,02/10/1985,Wednesday,October,1985,0.87,9.2,30.0,,104.4,12.7,,18.17,0.7,140.0,108.1
1229,Central Beach,16/10/1985,Wednesday,October,1985,0.7,8.2,31.3,,97.7,14.7,,10.73,0.7,140.0,104.6
1229,Central Beach,08/01/1986,Wednesday,January,1985,1.39,7.32,33.68,,96.7,19.2,,11.7,1.1,190.0,81.3
1229,Central Beach,03/02/1986,Monday,February,1986,1.03,7.3,30.0,,95.7,20.0,,10.9,0.8,170.0,77.8
1229,Central Beach,10/02/1986,Monday,February,1986,0.86,7.0,28.0,,90.7,20.0,,12.05,0.8,190.0,88.8
1229,Central Beach,03/03/1986,Monday,March,1986,1.17,7.0,31.5,,90.4,18.7,,3.24,0.7,210.0,90.9
1229,Central Beach,20/03/1986,Thursday,March,1986,1.11,7.43,35.55,,100.0,19.6,,12.23,0.7,150.0,71.1
1229,Central Beach,28/04/1986,Monday,April,1986,1.36,7.65,35.76,,96.0,15.9,,14.3,14.0,150.0,75.3
1229,Central Beach,14/05/1986,Wednesday,May,1986,1.0,7.3,33.0,,87.6,14.5,,2.37,0.7,170.0,69.6
1229,Central Beach,12/06/1986,Thursday,June,1986,1.56,7.7,34.8,,88.7,12.0,,19.89,4.4,140.0,64.8
1229,Central Beach,04/08/1986,Monday,August,1986,,9.3,35.9,,104.4,10.5,,4.95,3.3,180.0,73.8
1229,Central Beach,25/08/1986,Monday,August,1986,0.92,9.6,35.65,,108.6,10.9,,11.11,3.9,160.0,62.7
1229,Central Beach,23/09/1986,Tuesday,September,1986,0.48,8.4,35.5,,97.4,12.1,,7.9,2.4,140.0,137.3
1229,Central Beach,25/11/1986,Tuesday,November,1986,0.24,7.8,35.5,,99.3,16.7,,9.4,5.6,180.0,64.1
1229,Central Beach,17/03/1987,Tuesday,March,1986,0.0,7.9,36.0,,104.8,18.7,,2.63,2.8,190.0,91.2
1229,Central Beach,24/06/1987,Wednesday,June,1987,1.06,8.59,35.329,,100.3,12.5,,2.3,2.2,160.0,72.4
1229,Central Beach,23/07/1987,Thursday,July,1987,,9.2,,,84.9,9.3,,12.82,1.3,200.0,81.2
1229,Central Beach,12/08/1987,Wednesday,August,1987,,11.1,33.9,,121.2,9.8,,3.59,11.6,210.0,88.3
1229,Central Beach,14/10/1987,Wednesday,October,1987,0.19,8.1,34.5,,97.1,14.0,,4.03,33.5,700.0,83.2
1229,Central Beach,27/10/1987,Tuesday,October,1987,0.36,8.5,34.5,,105.2,15.6,,4.15,20.2,500.0,86.7
1229,Central Beach,16/06/1988,Thursday,June,1987,1.2,8.9,34.0,,105.5,13.6,,,33.8,,83.2
1229,Central Beach,22/08/1988,Monday,August,1988,2.37,9.13,35.224,,104.5,11.6,,,7.8,160.0,77.9
1229,Central Beach,21/09/1988,Wednesday,September,1988,0.79,8.36,35.153,,98.1,12.8,,,5.5,160.0,78.1
1229,Central Beach,21/10/1988,Friday,October,1988,1.24,7.07,35.128,,85.6,14.3,,2.13,6.6,150.0,65.6
1229,Central Beach,21/11/1988,Monday,November,1988,0.99,8.05,35.303,,102.5,16.8,,11.65,7.8,160.0,74.0
1229,Central Beach,19/12/1988,Monday,December,1988,0.98,7.07,34.832,,95.2,19.9,,11.6,5.2,170.0,84.0
1229,Central Beach,25/01/1989,Wednesday,January,1988,1.12,5.89,35.015,,79.4,19.9,,4.43,4.4,170.0,89.1
1229,Central Beach,27/02/1989,Monday,February,1989,0.7,7.53,35.415,,106.1,22.2,,2.7,10.1,170.0,72.7
1229,Central Beach,14/03/1989,Tuesday,March,1989,1.29,6.73,35.381,,93.3,21.3,,2.41,7.7,160.0,74.8
1229,Central Beach,19/04/1989,Wednesday,April,1989,1.37,7.87,35.501,,103.1,18.2,,5.37,5.7,160.0,88.3
1229,Central Beach,24/05/1989,Wednesday,May,1989,0.65,7.73,35.489,,96.554,15.7,,1.9,8.41,144.72,75.57
1229,Central Beach,21/06/1989,Wednesday,June,1989,2.45,8.5,35.101,,99.619,12.7,,2.8,3.63,131.01,84.55
1229,Central Beach,15/09/1989,Friday,September,1989,0.75,8.47,34.377,,96.196,11.4,,2.5,5.35,168.68,75.31
1229,Central Beach,27/09/1989,Wednesday,September,1989,0.52,8.5,34.267,,98.756,12.5,,2.7,4.38,174.08,81.45
1229,Central Beach,13/12/1989,Wednesday,December,1989,0.57,7.4,,,,19.4,,2.34,4.76,159.42,82.88
1229,Central Beach,17/01/1990,Wednesday,January,1989,0.97,7.56,34.45,,104.49,21.4,,3.24,6.34,169.07,91.62
1229,Central Beach,06/02/1990,Tuesday,February,1990,0.89,7.94,34.802,,107.43,20.1,,3.72,7.26,134.9,64.08
1229,Central Beach,01/03/1990,Thursday,March,1990,0.9,7.97,34.806,,110.74,21.6,,2.69,5.86,161.65,80.58
1229,Central Beach,13/03/1990,Tuesday,March,1990,1.05,7.61,34.94,,103.61,20.4,,1.74,7.11,130.1,65.55
1229,Central Beach,11/04/1990,Wednesday,April,1990,0.93,7.58,35.083,,,,,2.85,5.04,159.17,81.25
1229,Central Beach,31/05/1990,Thursday,May,1990,2.12,8.19,35.304,,98.768,14.04,,2.7,5.2,136.54,80.12
1229,Central Beach,11/07/1990,Wednesday,July,1990,1.21,9.33,35.16,,104.35,10.5,,1.0,4.36,130.0,73.45
1229,Central Beach,09/10/1990,Tuesday,October,1990,0.67,7.91,34.279,,94.6,13.9,,1.8,4.43,173.64,77.93
1229,Central Beach,28/11/1990,Wednesday,November,1990,0.67,7.74,34.373,,100.41,18.0,,2.4,5.25,116.44,69.15
1229,Central Beach,10/01/1991,Thursday,January,1990,0.42,7.65,34.445,,107.81,22.5,,2.0,5.04,163.88,80.72
1229,Central Beach,04/02/1991,Monday,February,1991,0.55,7.71,34.76,,107.71,21.9,,7.24,4.58,161.12,73.8
1229,Central Beach,08/03/1991,Friday,March,1991,0.82,7.3,35.228,,90.006,15.1,,2.7,9.41,153.99,84.73
1229,Central Beach,23/04/1991,Tuesday,April,1991,0.92,7.16,35.522,,89.948,16.0,,2.1,2.18,150.32,90.63
1229,Central Beach,27/06/1991,Thursday,June,1991,0.57,8.34,35.31,,98.113,12.8,,1.55,5.97,137.11,70.96
1229,Central Beach,24/10/1991,Thursday,October,1991,0.57,8.5,34.276,,106.78,16.4,,2.5,1.93,163.3,78.81
1229,Central Beach,12/12/1991,Thursday,December,1991,0.85,8.01,34.687,,107.05,19.5,,3.75,4.06,164.63,77.25
1229,Central Beach,30/12/1991,Monday,December,1991,1.46,6.91,34.555,,92.695,19.7,,4.35,4.62,178.05,80.4
1229,Central Beach,21/01/1992,Tuesday,January,1991,0.76,7.61,34.445,,100.59,19.0,,1.75,6.99,164.42,78.45
1229,Central Beach,26/02/1992,Wednesday,February,1992,0.86,7.86,35.027,,106.32,20.0,,3.05,7.44,153.58,79.82
1229,Central Beach,25/03/1992,Wednesday,March,1992,1.15,7.83,35.229,,106.93,20.5,,1.83,2.31,169.05,85.32
1229,Central Beach,28/04/1992,Tuesday,April,1992,0.78,7.55,35.373,,96.105,16.7,,1.9,8.68,158.37,79.03
1229,Central Beach,15/06/1992,Monday,June,1992,0.77,8.61,35.335,,100.19,12.3,,3.83,3.63,176.33,85.24
1229,Central Beach,26/08/1992,Wednesday,August,1992,0.22,9.08,35.109,,101.32,10.4,,0.57,6.25,147.86,71.87
1229,Central Beach,05/11/1992,Thursday,November,1992,0.23,8.75,33.437,,108.6,16.0,,0.87,6.68,153.53,72.51
1229,Central Beach,10/12/1992,Thursday,December,1992,0.48,8.13,33.174,,107.7,19.5,,1.0,6.94,176.32,75.34
1229,Central Beach,12/01/1993,Tuesday,January,1992,2.43,8.19,33.324,,109.68,20.0,,1.2,9.39,176.39,76.42
1229,Central Beach,25/02/1993,Thursday,February,1993,0.83,7.3,33.638,,99.93,21.1,,0.85,5.82,184.63,73.17
1229,Central Beach,31/03/1993,Wednesday,March,1993,1.56,7.49,33.685,,99.792,19.6,,3.85,7.49,199.92,83.15
1229,Central Beach,20/05/1993,Thursday,May,1993,0.91,8.08,34.241,,101.2,16.2,,2.3,12.89,178.7,74.56
1229,Central Beach,19/07/1993,Monday,July,1993,0.71,8.99,34.266,,103.24,12.0,,4.95,9.88,157.75,75.26
1229,Central Beach,02/02/1994,Wednesday,February,1993,0.54,8.23,33.355,,109.14,19.5,,5.58,7.56,164.52,65.22
1229,Central Beach,09/03/1994,Wednesday,March,1994,1.02,7.49,33.367,,99.946,19.8,,0.45,5.96,199.91,71.49
1229,Central Beach,01/06/1994,Wednesday,June,1994,0.92,8.62,33.992,,101.17,13.1,,0.8,4.62,142.88,70.63
1229,Central Beach,28/06/1994,Tuesday,June,1994,0.6,8.73,34.214,,99.632,11.7,,4.15,6.44,161.19,67.89
1229,Central Beach,19/07/1994,Tuesday,July,1994,0.43,8.73,34.231,,98.319,11.1,,5.4,1.01,137.39,68.15
1229,Central Beach,18/08/1994,Thursday,August,1994,0.22,9.07,34.33,,100.3,10.2,,0.8,4.63,128.56,61.25
1229,Central Beach,16/09/1994,Friday,September,1994,0.22,8.8,34.29,,100.08,11.5,,4.9,5.41,149.4,66.48
1229,Central Beach,14/10/1994,Friday,October,1994,0.17,9.01,34.228,,105.13,12.75,,1.9,2.8,158.68,71.42
1229,Central Beach,11/11/1994,Friday,November,1994,0.17,8.12,34.205,,100.01,15.42,,0.75,3.24,145.88,72.6
1229,Central Beach,10/12/1994,Saturday,December,1994,0.23,7.73,34.392,,101.07,18.39,,0.35,4.97,168.73,72.33
1229,Central Beach,04/01/1995,Wednesday,January,1994,0.18,7.42,34.695,,100.91,20.42,,8.8,4.31,160.44,64.27
1229,Central Beach,01/02/1995,Wednesday,February,1995,0.49,6.93,34.691,,96.455,21.7,,5.85,3.06,172.4,73.91
1229,Central Beach,01/03/1995,Wednesday,March,1995,0.54,7.05,35.074,,97.718,21.35,,3.33,2.89,163.14,68.2
1229,Central Beach,23/05/1995,Tuesday,May,1995,1.32,8.11,35.146,,96.702,13.5,,3.8,0.6,128.9,72.17
1229,Central Beach,13/08/1995,Sunday,August,1995,1.35,9.58,33.817,,108.57,11.5,,0.34,7.06,150.64,66.13
1229,Central Beach,16/10/1995,Monday,October,1995,0.69,8.62,33.936,,99.067,12.1,,1.73,4.22,156.25,69.89
1229,Central Beach,28/12/1995,Thursday,December,1995,1.15,7.97,33.929,,101.37,17.1,,5.98,2.55,200.0,72.75
1229,Central Beach,15/02/1996,Thursday,February,1995,0.91,7.58,34.389,,99.106,18.4,,1.15,0.0,148.46,68.68
1229,Central Beach,27/03/1996,Wednesday,March,1996,0.61,7.55,34.2715,,102.452,20.4,,4.29,4.04,167.56,81.57
1229,Central Beach,15/05/1996,Wednesday,May,1996,1.53,7.97,34.4508,,97.516,15.0,,2.2,2.72,153.43,71.29
1229,Central Beach,12/06/1996,Wednesday,June,1996,1.02,8.48,34.46,,99.047,12.7,,2.5,0.68,143.9,73.63
1229,Central Beach,28/08/1996,Wednesday,August,1996,0.82,8.72,33.4407,,98.595,11.5,,1.34,1.61,137.54,58.74
1229,Central Beach,08/11/1996,Friday,November,1996,0.52,8.8,32.845,,109.862,16.5,,3.65,5.17,155.25,47.76
1229,Central Beach,05/12/1996,Thursday,December,1996,0.39,8.09,33.4552,,103.349,17.5,,4.68,4.3,146.12,55.68
1229,Central Beach,23/01/1997,Thursday,January,1996,0.72,7.12,33.8507,,96.304,20.4,,2.25,8.84,148.7,45.79
1229,Central Beach,19/02/1997,Wednesday,February,1997,0.26,7.13,34.2225,,103.052,24.0,,0.99,3.37,144.05,67.27
1229,Central Beach,10/04/1997,Thursday,April,1997,0.93,7.54,34.8061,,96.233,17.0,,0.8,6.42,152.87,73.82
1229,Central Beach,13/05/1997,Tuesday,May,1997,,,34.8893,,,14.7,,,,,
1229,Central Beach,02/07/1997,Wednesday,July,1997,1.43,8.26,34.7933,,93.562,11.2,,,3.21,158.26,87.06
1229,Central Beach,21/08/1997,Thursday,August,1997,0.48,8.78,35.0432,,99.403,11.1,,1.27,4.67,122.47,68.75
1229,Central Beach,31/01/1998,Saturday,January,1997,0.68,7.69,35.1341,,107.33,21.7,,4.04,1.17,145.13,81.36
1229,Central Beach,19/03/1998,Thursday,March,1998,0.56,7.28,35.8589,,100.614,20.9,,2.34,1.21,139.89,86.5
1229,Central Beach,16/04/1998,Thursday,April,1998,1.06,7.63,36.0044,,97.145,16.5,,4.04,4.37,158.58,93.47
1229,Central Beach,18/05/1998,Monday,May,1998,0.66,8.08,36.0088,,99.228,14.7,,0.31,5.75,143.61,79.0
1229,Central Beach,29/06/1998,Monday,June,1998,,8.73,35.9597,,99.1879,11.0,,1.37,4.92,157.69,88.5
1229,Central Beach,31/07/1998,Friday,July,1998,0.89,8.87,35.8224,,99.836,10.6,,4.0,3.1,132.16,69.38
1229,Central Beach,27/08/1998,Thursday,August,1998,0.15,8.58,35.6867,,98.404,11.5,,0.75,4.2,130.07,76.6
1229,Central Beach,10/09/1998,Thursday,September,1998,0.34,8.66,35.6473,,101.219,12.4,,3.58,3.63,136.48,69.98
1229,Central Beach,29/10/1998,Thursday,October,1998,0.23,8.21,35.4673,,102.163,15.5,,3.86,4.16,145.99,76.28
1229,Central Beach,10/11/1998,Tuesday,November,1998,0.24,8.04,35.5393,,102.794,16.9,,1.01,3.07,154.23,73.86
1229,Central Beach,09/12/1998,Wednesday,December,1998,0.52,7.74,35.5596,,100.914,17.9,,8.17,6.28,142.93,74.05
1229,Central Beach,31/01/1999,Sunday,January,1998,0.75,7.08,35.76,,99.71,22.0,,3.3,5.96,164.1,68.99
1229,Central Beach,28/02/1999,Sunday,February,1999,0.42,7.19,35.93,,101.1,21.9,,2.35,6.86,176.7,89.98
1229,Central Beach,30/03/1999,Tuesday,March,1999,2.2,7.33,35.96,,96.57,18.3,,2.8,9.95,172.5,94.9
1229,Central Beach,13/04/1999,Tuesday,April,1999,0.51,7.68,36.03,,101.0,18.2,,3.86,5.11,147.2,90.63
1229,Central Beach,17/05/1999,Monday,May,1999,1.2,8.05,36.19,,98.18,14.3,,4.9,4.14,151.3,81.97
1229,Central Beach,28/06/1999,Monday,June,1999,0.5,8.61,36.11,,101.1,12.5,,5.4,6.35,150.0,78.06
1229,Central Beach,31/08/1999,Tuesday,August,1999,1.1147,8.49,35.8127,,101.421,13.4,,2.3,1.352,153.121,78.9967
1229,Central Beach,28/09/1999,Tuesday,September,1999,0.5005,8.4335,35.6409,,104.382,15.2,,4.9667,7.9634,144.005,72.3537
1229,Central Beach,13/10/1999,Wednesday,October,1999,0.3987,8.1204,35.5464,,101.051,15.5,,2.7,1.6392,140.162,69.348
1229,Central Beach,26/11/1999,Friday,November,1999,0.3815,9.2007,35.6248,,118.429,17.2,,1.2183,9.04,160.089,81.6989
1229,Central Beach,20/12/1999,Monday,December,1999,0.84,7.526,35.9779,,99.1426,18.3,,3.6842,5.9986,159.971,87.3819
1229,Central Beach,31/01/2000,Monday,January,1999,1.1024,7.2496,36.1272,,97.9421,19.6,,5.9524,5.9122,167.611,88.0322
1229,Central Beach,24/02/2000,Thursday,February,2000,0.7959,7.1173,36.198,,100.842,22.2,,6.1404,5.8142,179.071,86.0904
1229,Central Beach,30/06/2000,Friday,June,2000,0.7837,9.1296,36.3667,,105.392,11.6,,5.75,6.3241,149.103,93.2236
1229,Central Beach,20/08/2000,Sunday,August,2000,0.3175,8.7226,36.0026,,99.1827,11.0,,1.2,10.3534,124.723,60.4225
1229,Central Beach,31/10/2000,Tuesday,October,2000,1.5577,8.4625,34.8023,,104.833,15.5,,3.3333,10.3917,197.627,84.7571
1229,Central Beach,29/11/2000,Wednesday,November,2000,0.4766,7.4232,35.2302,,99.1903,19.3,,2.01948,10.2183,146.036,68.04
1229,Central Beach,15/03/2001,Thursday,March,2000,0.9963,7.6497,36.1813,,107.411,21.7,,3.6082,8.3815,158.854,82.8989
1229,Central Beach,23/05/2001,Wednesday,May,2001,1.2063,7.8133,35.9541,,96.1177,14.8,,1.6502,8.7212,160.07,80.4601
1229,Central Beach,03/07/2001,Tuesday,July,2001,2.0282,8.3476,35.7673,,96.6155,11.9,,4.7857,12.7561,177.355,88.1251
1229,Central Beach,20/07/2001,Friday,July,2001,1.4571,8.3994,35.7042,,99.4436,13.0,,5.5738,15.8396,170.884,77.9515
1229,Central Beach,14/08/2001,Tuesday,August,2001,0.695,8.7623,35.7521,,,,,3.7903,8.7002,121.377,71.3549
1229,Central Beach,06/09/2001,Thursday,September,2001,1.0437,8.809,35.6557,,101.453,11.7,,4.0816,44.9721,161.168,148.749
1229,Central Beach,16/10/2001,Tuesday,October,2001,0.4162,8.0367,35.5184,,97.0166,14.0,,3.48,8.818,136.517,76.2327
1229,Central Beach,28/11/2001,Wednesday,November,2001,0.3853,8.4025,35.4541,,105.959,16.2,,3.675,4.3956,158.026,76.9527
1229,Central Beach,12/02/2002,Tuesday,February,2001,0.7059,8.8051,35.8562,,117.226,18.9,,3.7,11.3971,233.836,78.2534
1229,Central Beach,23/04/2002,Tuesday,April,2002,1.1069,7.3993,36.1967,,96.6779,17.8,,2.98,4.2976,169.085,81.8847
1229,Central Beach,07/05/2002,Tuesday,May,2002,1.2531,7.6169,36.2623,,98.4202,17.2,,3.48,5.9788,157.229,88.0632
1229,Central Beach,02/08/2002,Friday,August,2002,0.4502,8.6647,36.0857,,97.3052,10.4,,3.922,10.3604,142.371,74.2119
1229,Central Beach,28/11/2002,Thursday,November,2002,0.6024,7.7309,36.2938,,99.7195,17.1,,4.2667,-1.7941,127.587,69.1947
1229,Central Beach,04/02/2003,Tuesday,February,2002,0.8503,7.08,36.7708,,98.151,20.8,,1.3377,8.119,153.243,72.6556
1229,Central Beach,12/03/2003,Wednesday,March,2003,0.5771,7.0698,37.0758,,96.0507,19.6,,4.2157,11.5863,152.531,82.2254
1229,Central Beach,27/03/2003,Thursday,March,2003,0.6672,7.2973,37.223,,98.1289,19.0,,3.5294,8.3815,148.848,79.0045
1229,Central Beach,15/05/2003,Thursday,May,2003,0.7146,7.5825,35.7631,,95.2349,15.9,,2.1,7.2781,100.249,69.729
1229,Central Beach,29/05/2003,Thursday,May,2003,0.4296,7.6943,37.1837,,95.5618,14.9,,3.4653,6.6828,122.172,77.4869
1229,Central Beach,25/06/2003,Wednesday,June,2003,1.0011,8.4203,37.0364,,99.0646,12.3,,4.8,3.9718,115.698,75.1177
1229,Central Beach,08/09/2003,Monday,September,2003,0.3157,8.7367,36.4542,,99.1981,10.8,,3.1,4.6481,129.914,68.0566
1229,Central Beach,03/12/2003,Wednesday,December,2003,0.4208,7.5964,36.1104,,99.7701,18.1,,3.0,2.7883,129.903,60.8251
1229,Central Beach,13/01/2004,Tuesday,January,2003,0.3696,7.0893,36.4562,,95.9638,19.6,,4.3689,6.1538,156.757,64.2008
1229,Central Beach,04/02/2004,Wednesday,February,2004,0.9679,7.3799,36.6612,,100.76,20.0,,2.8302,0.9952,141.925,61.2184
1229,Central Beach,21/04/2004,Wednesday,April,2004,1.3771,7.382,37.1922,,95.9203,17.2,,3.2381,4.7473,148.537,79.7632
1229,Central Beach,29/07/2004,Thursday,July,2004,0.5906,8.6512,36.3924,,96.2866,9.9,,2.4286,2.4347,128.156,58.5178
1229,Central Beach,17/08/2004,Tuesday,August,2004,0.3192,8.8821,36.4602,,99.7666,10.3,,3.0,3.203,112.723,66.539
1229,Central Beach,30/09/2004,Thursday,September,2004,0.285,8.0807,36.1193,,95.52,12.8,,2.6333,6.2609,130.153,67.1275
1229,Central Beach,20/10/2004,Wednesday,October,2004,0.3002,7.8866,35.971,,96.6395,14.6,,2.5714,8.933,135.894,70.2718
